==== Logging ASAMI ====
t, Ws_t, Wa_t, gtDistance
74.333,-164.173,-172.513,2628.813
74.367,-164.698,-172.456,2500.581
74.433,-165.907,-172.696,2725.928
74.500,-166.954,-173.029,2794.192
74.533,-167.454,-173.131,2469.703
74.567,-168.046,-173.266,2554.124
74.600,-168.491,-173.427,2826.521
74.633,-169.057,-173.619,2550.073
74.667,-169.542,-173.836,2858.476
74.700,-170.154,-174.084,2730.957
74.733,-170.582,-174.354,2866.166
74.867,-172.603,-176.008,2971.417
74.933,-173.627,-176.885,2622.402
74.967,-174.171,-177.297,2850.809
75.000,-174.615,-177.727,2751.601
75.067,-175.628,-178.745,2515.302
75.133,-176.628,-179.827,2502.307
75.167,-177.126,-180.339,3028.561
75.333,-179.091,-180.060,2836.108
75.367,-179.387,-179.942,2580.833
75.400,-179.645,-179.822,2888.203
75.433,-179.897,-179.698,3004.559
75.467,-180.177,-179.707,2725.938
75.500,-180.435,-179.720,2948.440
75.567,-180.853,-179.715,2593.017
75.600,-181.010,-179.727,3061.325
75.633,-181.197,-179.779,2640.209
75.667,-181.323,-179.836,2647.960
75.700,-181.460,-179.898,2708.369
75.800,-181.777,-180.001,2658.462
75.833,-181.844,-180.081,2993.787
75.867,-181.908,-180.163,2881.420
75.967,-182.089,-180.308,2749.898
76.000,-182.126,-180.401,2581.438
76.033,-182.149,-180.494,2829.478
76.067,-182.167,-180.587,2766.613
76.100,-182.176,-180.681,2550.732
76.167,-182.175,-180.820,2755.840
76.200,-182.159,-180.913,2689.848
76.267,-182.120,-181.059,2841.516
76.300,-182.085,-181.151,2797.533
76.367,-181.998,-181.301,3089.510
76.500,-181.756,-181.274,2732.319
76.533,-181.680,-181.267,2749.474
76.600,-181.487,-181.220,2747.539
76.633,-181.392,-181.192,2694.522
76.733,-181.053,-181.061,2606.607
76.767,-180.908,-181.005,2657.937
76.800,-180.778,-180.943,3036.484
76.833,-180.643,-180.942,2767.564
76.867,-180.489,-180.944,2683.916
76.900,-180.369,-180.951,2782.720
76.967,-180.082,-181.000,2558.538
77.033,-179.834,-181.075,2648.564
77.067,-179.706,-181.099,3061.089
77.100,-179.547,-181.030,3047.804
77.133,-179.380,-180.970,2573.423
77.167,-179.256,-180.905,2682.493
77.267,-178.786,-180.783,2908.587
77.333,-178.423,-180.648,2757.842
77.367,-178.273,-180.535,2657.456
77.400,-178.062,-180.413,2586.462
77.433,-177.893,-180.286,2748.742
77.467,-177.679,-180.152,2993.893
77.500,-177.497,-180.012,2826.238
77.533,-177.316,-179.866,2691.975
77.567,-177.138,-179.715,2860.146
77.600,-176.903,-179.557,2832.912
77.633,-176.715,-179.393,2577.597
77.667,-176.537,-179.225,2509.202
77.700,-176.325,-179.051,2705.347
77.733,-176.126,-178.871,2505.522
77.767,-175.906,-178.686,2495.394
77.800,-175.669,-178.495,2969.064
77.833,-175.430,-178.298,2899.656
77.900,-174.960,-177.984,2515.869
77.933,-174.769,-177.769,2991.421
77.967,-174.512,-177.548,2599.014
78.000,-174.240,-177.320,2777.613
78.033,-173.979,-177.088,2999.158
78.067,-173.736,-176.850,2971.560
78.133,-173.241,-176.466,2801.248
78.167,-173.048,-176.213,2871.203
78.200,-172.837,-175.957,2676.458
78.233,-172.552,-175.695,2956.795
78.300,-172.047,-175.265,2870.420
78.333,-171.805,-174.988,2549.621
78.367,-171.551,-174.708,2967.336
78.400,-171.270,-174.422,2529.704
78.433,-171.048,-174.135,2709.240
78.600,-169.666,-173.043,2456.075
78.667,-169.152,-172.505,2741.037
78.733,-168.671,-171.950,2784.803
78.767,-168.394,-171.611,2923.795
78.800,-168.068,-171.268,2574.797
78.867,-167.556,-170.679,2911.860
78.900,-167.266,-170.325,2809.748
78.933,-167.015,-169.970,2437.832
78.967,-166.781,-169.613,2411.942
79.000,-166.547,-169.256,2659.537
79.033,-166.221,-168.894,2830.039
79.067,-165.964,-168.531,2505.400
79.133,-165.381,-167.880,2735.354
79.233,-164.403,-166.909,2881.106
79.300,-163.706,-166.207,2556.013
79.333,-163.416,-165.809,2739.672
79.367,-163.095,-165.407,2622.417
79.433,-162.401,-164.669,2660.715
79.467,-162.052,-164.255,2758.572
79.500,-161.772,-163.840,2632.425
79.533,-161.490,-163.423,2858.115
79.567,-161.213,-163.005,2639.476
79.600,-160.899,-162.584,2801.075
79.667,-160.267,-161.790,2721.651
79.767,-159.360,-160.594,2706.617
79.800,-159.102,-160.162,2652.892
79.933,-157.692,-158.497,2698.963
79.967,-157.368,-158.051,2514.037
80.033,-156.689,-157.170,2642.778
80.067,-156.361,-156.717,2808.174
80.100,-155.988,-156.260,2626.843
80.133,-155.646,-156.248,2546.624
80.167,-155.343,-156.234,2313.438
80.200,-154.968,-156.217,2525.827
80.267,-154.434,-156.231,2546.923
80.300,-154.156,-156.210,2785.008
80.333,-153.845,-156.188,2382.335
80.500,-152.350,-156.464,2558.008
80.533,-152.056,-156.421,2341.167
80.600,-151.603,-156.493,2500.636
80.667,-151.045,-156.574,2594.837
80.700,-150.823,-156.525,2728.921
80.733,-150.567,-156.476,2439.668
80.767,-150.283,-156.426,2713.801
80.833,-149.752,-156.539,2514.664
80.867,-149.541,-156.484,2547.529
80.900,-149.270,-156.428,2293.861
80.967,-148.730,-156.562,2265.208
81.100,-147.755,-157.133,2337.748
81.200,-147.046,-157.519,2494.262
81.367,-145.864,-158.471,2468.325
81.400,-145.682,-158.331,2517.279
81.433,-145.507,-158.193,2581.631
81.467,-145.306,-158.057,2472.284
81.533,-144.811,-158.213,2473.204
81.567,-144.594,-158.064,2354.193
81.667,-143.920,-158.532,2309.558
81.733,-143.475,-158.678,2532.843
81.767,-143.305,-158.492,2682.441
81.833,-142.873,-158.631,2500.206
81.900,-142.539,-158.764,2379.679
81.933,-142.331,-158.551,2588.049
81.967,-142.138,-158.337,2647.022
82.000,-141.910,-158.119,2615.155
82.067,-141.530,-158.224,2622.716
82.100,-141.334,-157.989,2471.151
82.133,-141.170,-157.751,2207.032
82.167,-140.963,-157.509,2346.730
82.200,-140.758,-157.264,2208.164
82.233,-140.548,-157.014,2252.080
82.267,-140.343,-156.760,2503.429
82.300,-140.196,-156.503,2258.243
82.333,-140.013,-156.242,2477.964
82.367,-139.850,-155.978,2505.598
82.400,-139.708,-155.711,2371.394
82.433,-139.546,-155.441,2465.885
82.467,-139.324,-155.165,2417.143
82.500,-139.177,-154.886,2598.104
82.533,-139.037,-154.604,2572.534
82.667,-138.177,-155.029,2450.599
82.700,-137.958,-154.698,2505.214
82.733,-137.807,-154.363,2378.224
82.767,-137.607,-154.022,2264.266
82.833,-137.154,-153.877,2513.365
82.900,-136.763,-153.707,2266.065
83.000,-136.167,-153.698,2457.532
83.067,-135.814,-153.465,2486.880
83.100,-135.618,-153.040,2333.223
83.133,-135.471,-152.444,2276.030
83.200,-135.006,-151.814,2408.313
83.233,-134.829,-151.208,2536.723
83.300,-134.341,-150.537,2370.511
83.333,-134.149,-149.921,2539.134
83.367,-133.879,-149.307,2248.719
83.400,-133.609,-148.694,2222.636
83.433,-133.345,-148.082,2148.656
83.467,-133.133,-147.474,2249.205
83.500,-132.909,-146.868,2136.673
83.533,-132.648,-146.264,2550.361
83.567,-132.400,-145.661,2130.489
83.600,-132.146,-145.060,2394.604
83.633,-131.893,-144.460,2565.555
83.667,-131.576,-143.859,2206.624
83.700,-131.312,-143.259,2395.072
83.733,-130.984,-142.657,2466.843
83.833,-130.137,-141.602,2524.876
83.867,-129.861,-140.978,2193.238
83.900,-129.547,-140.353,2513.618
83.933,-129.230,-139.728,2390.789
83.967,-128.924,-139.104,2511.405
84.000,-128.639,-138.480,2491.831
84.033,-128.281,-137.855,2295.259
84.067,-127.887,-137.227,2180.404
84.133,-127.240,-136.271,2306.352
84.167,-126.952,-135.634,2109.617
84.200,-126.592,-134.995,2377.021
84.233,-126.271,-134.356,2513.607
84.267,-125.842,-133.714,2348.964
84.300,-125.452,-133.069,2267.810
84.333,-125.060,-132.423,2386.613
84.367,-124.647,-131.774,2213.949
84.433,-123.940,-130.701,2246.341
84.467,-123.555,-130.041,2382.792
84.533,-122.763,-128.924,2425.049
84.567,-122.299,-128.250,2203.759
84.600,-121.971,-127.577,2426.701
84.667,-121.117,-126.403,2338.230
84.700,-120.683,-125.717,2182.323
84.767,-119.856,-124.499,2260.267
84.800,-119.502,-123.806,2033.168
84.833,-119.100,-123.111,2431.846
84.867,-118.613,-122.413,2210.584
84.933,-117.862,-121.134,2167.918
84.967,-117.389,-120.429,2069.980
85.000,-117.024,-119.725,2414.014
85.067,-116.204,-118.395,2000.649
85.100,-115.828,-117.687,2252.036
85.133,-115.318,-116.975,2066.933
85.167,-114.853,-116.261,2302.127
85.200,-114.433,-115.546,1997.954
85.267,-113.579,-114.140,2270.755
85.300,-113.135,-113.421,2401.583
85.333,-112.728,-112.701,2282.101
85.367,-112.348,-111.983,2241.979
85.400,-111.974,-111.265,2321.070
85.433,-111.470,-110.543,2173.697
85.533,-110.176,-108.284,2059.538
85.600,-109.302,-106.767,2103.039
85.633,-108.752,-106.043,1959.837
85.667,-108.370,-105.319,2041.883
85.700,-107.896,-104.593,1980.413
85.733,-107.446,-103.866,2103.954
85.867,-105.777,-100.538,1987.452
85.900,-105.270,-99.822,1985.187
86.000,-103.822,-97.272,1952.613
86.033,-103.348,-96.560,2225.649
86.100,-102.400,-94.895,1927.356
86.133,-101.964,-95.117,2198.505
86.200,-100.890,-95.242,2221.158
86.233,-100.391,-95.359,2219.655
86.333,-98.930,-95.235,2237.643
86.367,-98.505,-95.235,1886.303
86.433,-97.563,-95.056,1893.017
86.500,-96.606,-94.796,1929.740
86.533,-95.990,-94.660,1906.933
86.600,-94.894,-94.275,2050.741
86.633,-94.447,-94.065,2237.811
86.667,-93.826,-93.827,2006.846
86.700,-93.373,-93.568,1948.945
86.733,-92.770,-93.284,2246.659
86.800,-91.787,-92.679,2029.508
86.833,-91.183,-92.332,2188.041
86.900,-90.233,-91.625,2061.882
86.933,-89.783,-91.226,2045.172
86.967,-89.312,-90.810,2169.609
87.000,-88.748,-90.376,2117.211
87.033,-88.142,-89.922,1929.024
87.100,-86.875,-89.021,2016.359
87.167,-85.834,-88.062,2022.372
87.233,-84.581,-87.038,2146.650
87.333,-82.851,-85.436,1816.213
87.367,-82.226,-84.814,1998.860
87.400,-81.707,-84.182,1977.142
87.433,-81.049,-83.535,1924.328
87.467,-80.343,-82.873,2141.281
87.500,-79.706,-82.198,1819.160
87.600,-77.623,-80.256,1913.607
87.633,-77.096,-79.527,2133.705
87.667,-76.487,-78.788,1770.725
87.700,-75.851,-78.039,1774.723
87.733,-75.184,-77.279,1795.683
87.767,-74.691,-76.514,1868.370
87.800,-74.031,-75.740,1934.784
87.833,-73.395,-74.956,1947.978
87.867,-72.803,-74.165,1986.294
87.900,-72.223,-73.367,1911.118
87.933,-71.488,-72.557,1914.708
87.967,-70.902,-71.742,2062.023
88.000,-70.291,-70.920,1729.411
88.033,-69.660,-70.090,2053.806
88.067,-69.043,-69.254,1733.964
88.100,-68.511,-68.414,1832.353
88.133,-67.957,-67.570,1992.716
88.167,-67.359,-66.721,1707.818
88.200,-66.664,-65.863,1997.931
88.233,-66.033,-64.999,1758.909
88.300,-64.685,-63.209,1896.308
88.333,-64.032,-62.326,1780.448
88.367,-63.424,-61.439,1919.750
88.433,-62.008,-59.570,1695.263
88.467,-61.277,-58.662,1815.208
88.500,-60.739,-57.753,2019.860
88.533,-60.106,-56.840,1890.297
88.567,-59.353,-55.919,2009.424
88.600,-58.762,-54.995,1992.265
88.667,-57.415,-52.998,1854.251
88.700,-56.849,-52.068,1884.347
88.733,-56.055,-51.128,1798.120
88.767,-55.506,-50.189,1920.033
88.867,-53.406,-46.959,1886.264
88.900,-52.778,-46.013,1879.904
88.933,-52.088,-45.064,1707.908
88.967,-51.317,-44.107,1949.669
89.067,-49.171,-40.699,1634.532
89.200,-46.266,-39.554,1597.615
89.233,-45.484,-39.677,1896.043
89.267,-44.791,-39.754,1873.707
89.300,-43.912,-39.781,1702.758
89.367,-42.368,-39.586,1871.012
89.400,-41.513,-39.482,1692.178
89.433,-40.725,-39.336,1707.277
89.467,-39.858,-39.148,1815.617
89.533,-38.580,-38.660,1701.798
89.567,-37.907,-38.373,1729.351
89.600,-37.056,-38.048,1742.791
89.667,-35.516,-37.346,1573.820
89.700,-34.772,-36.923,1789.311
89.733,-33.817,-36.464,1675.084
89.867,-30.268,-34.647,1512.144
89.900,-29.476,-34.025,1544.191
89.933,-28.584,-33.376,1604.708
90.167,-22.761,-29.225,1470.141
90.233,-20.820,-27.692,1469.219
90.267,-20.024,-26.782,1465.785
90.367,-17.247,-24.390,1530.679
90.400,-16.222,-23.389,1611.901
90.500,-13.532,-20.764,1698.853
90.533,-12.567,-19.688,1546.532
90.567,-11.565,-18.596,1655.124
90.633,-9.664,-16.600,1647.670
90.733,-6.694,-13.583,1516.598
90.767,-5.789,-12.391,1659.564
90.800,-4.812,-11.187,1400.213
90.833,-3.788,-9.970,1588.395
90.867,-3.018,-8.750,1520.019
90.900,-1.898,-7.514,1458.048
90.933,-0.801,-6.265,1653.175
90.967,0.297,-5.001,1370.956
91.000,1.424,-3.724,1464.067
91.100,4.054,-0.162,1616.159
91.133,5.207,1.155,1409.416
91.167,6.105,2.478,1436.485
91.233,8.166,5.038,1418.099
91.267,9.063,6.386,1396.574
91.300,9.858,7.735,1376.437
91.433,13.937,13.061,1499.417
91.467,15.000,14.453,1387.008
91.567,18.253,18.674,1439.492
91.600,19.222,20.095,1315.867
91.633,20.367,21.525,1385.841
91.700,22.649,24.462,1274.618
91.733,23.862,25.920,1383.860
91.833,27.051,30.504,1489.485
91.867,28.073,31.976,1491.609
91.900,29.154,33.453,1299.906
91.933,30.208,34.934,1430.825
91.967,31.076,36.413,1341.275
92.000,32.057,37.893,1460.580
92.033,33.194,39.380,1215.013
92.067,34.332,40.873,1253.367
92.100,35.522,42.373,1415.085
92.133,36.616,42.198,1314.016
92.233,39.557,42.269,1343.797
92.267,40.627,42.303,1187.081
92.300,41.627,42.386,1392.671
92.333,42.589,42.516,1371.462
92.367,43.722,42.697,1401.448
92.400,44.972,42.932,1351.069
92.500,48.054,43.685,1180.161
92.567,50.163,44.377,1342.842
92.600,51.389,44.876,1272.266
92.633,52.448,45.411,1205.532
92.700,54.574,46.335,1176.929
92.733,55.453,46.975,1267.548
92.767,56.499,47.647,1331.709
92.833,58.735,48.779,1293.642
92.867,59.879,49.557,1154.459
92.900,60.697,50.355,1301.430
92.967,62.865,51.679,1166.525
93.033,65.030,53.104,1287.336
93.067,65.934,54.048,1085.893
93.133,68.152,55.607,1166.137
93.233,71.037,57.891,1065.431
93.267,71.991,58.988,1221.494
93.300,72.868,60.096,1045.740
93.367,74.854,61.934,1118.974
93.400,75.848,63.099,1145.401
93.433,77.005,64.283,1101.275
93.467,78.037,65.480,1225.626
93.500,78.874,66.685,1159.905
93.533,79.818,67.900,1132.327
93.567,80.631,69.121,1127.388
93.600,81.824,70.361,1098.820
93.667,83.686,72.493,1172.087
93.700,84.678,73.772,1013.925
93.733,85.872,75.068,1042.172
93.767,86.667,76.366,1125.171
93.800,87.654,77.673,1150.951
93.833,88.828,78.996,1123.265
93.867,89.629,80.321,983.749
93.900,90.784,81.659,1009.657
93.933,91.608,83.001,978.243
94.000,93.408,85.424,1075.587
94.033,94.396,86.791,1095.667
94.067,95.563,88.170,1086.113
94.167,98.483,91.889,1004.864
94.200,99.382,93.303,1062.499
94.233,100.251,94.717,1108.134
94.267,101.297,96.140,1109.423
94.300,102.180,97.564,910.769
94.333,103.149,98.993,909.114
94.367,104.145,100.427,970.207
94.400,105.041,101.863,919.446
94.467,106.844,104.651,1041.299
94.500,107.928,106.100,935.354
94.533,108.856,107.552,922.426
94.567,109.878,109.009,1050.196
94.600,110.996,110.474,884.391
94.633,111.980,111.942,871.178
94.667,113.020,113.416,944.656
94.700,113.993,114.893,911.103
94.733,114.889,116.370,910.423
94.767,115.698,117.843,1013.890
94.800,116.768,119.323,854.328
94.833,117.593,120.800,905.347
94.867,118.665,122.283,964.526
94.900,119.522,123.763,905.685
94.933,120.371,125.242,838.928
94.967,121.513,126.728,828.350
95.033,123.256,129.890,829.849
95.067,124.383,131.373,876.591
95.100,125.319,132.856,921.641
95.167,127.125,132.704,800.457
95.233,128.871,132.667,908.744
95.300,130.467,132.736,942.580
95.333,131.244,132.777,856.453
95.367,132.085,132.858,912.972
95.400,132.940,132.977,803.772
95.433,133.655,133.129,801.323
95.467,134.513,133.318,877.606
95.500,135.192,133.536,881.674
95.533,135.915,133.783,907.656
95.567,136.710,134.062,868.113
95.600,137.437,134.368,868.167
95.633,138.056,134.698,867.637
95.667,138.741,135.053,841.898
95.700,139.484,135.433,789.000
95.767,141.094,136.125,845.283
95.800,141.883,136.588,723.512
95.833,142.601,137.073,770.273
95.867,143.279,137.576,749.205
95.900,143.854,138.095,707.643
95.933,144.441,138.629,843.136
95.967,145.072,139.179,759.362
96.033,146.216,140.122,808.477
96.067,146.741,140.716,728.305
96.100,147.415,141.326,788.820
96.133,147.969,141.947,687.639
96.167,148.437,142.575,753.120
96.200,148.857,143.209,760.938
96.233,149.480,143.855,669.887
96.267,149.911,144.507,726.354
96.300,150.390,145.165,793.811
96.367,151.402,146.337,779.207
96.400,151.996,147.026,773.807
96.433,152.535,147.724,772.932
96.467,153.032,148.427,717.466
96.533,154.124,149.708,648.526
96.600,155.034,151.027,636.169
96.667,155.955,152.385,641.709
96.700,156.401,153.134,660.426
96.733,156.962,153.890,643.813
96.767,157.341,154.646,732.522
96.800,157.897,155.408,720.976
96.833,158.417,156.175,673.793
96.867,158.882,156.945,675.073
97.000,160.783,159.917,603.296
97.033,161.362,160.709,686.773
97.067,161.920,161.505,634.416
97.100,162.349,162.302,686.210
97.133,162.870,163.102,665.013
97.167,163.388,163.906,670.463
97.200,163.878,164.712,601.722
97.233,164.379,165.521,657.214
97.333,166.269,168.082,585.718
97.367,166.946,168.915,581.928
97.433,168.375,170.677,637.945
97.467,169.122,171.535,635.910
97.600,172.182,175.322,577.709
97.667,173.766,177.230,605.694
97.700,174.586,178.141,547.788
97.767,176.633,180.127,576.678
97.833,178.788,182.170,571.012
97.867,180.108,183.165,520.657
97.933,182.743,185.316,528.026
97.967,184.183,186.379,544.341
98.000,185.526,187.465,562.408
98.100,190.063,190.972,490.426
98.133,191.479,190.976,536.685
98.167,192.996,191.017,495.003
98.200,194.133,191.113,475.823
98.233,195.739,191.255,455.508
98.267,196.834,191.430,474.556
98.300,197.766,191.622,445.912
98.333,198.473,191.836,500.821
98.400,200.418,192.047,479.057
98.467,201.912,192.347,441.783
98.533,202.684,192.645,471.186
98.600,202.932,192.936,442.641
98.633,202.651,193.242,439.596
98.667,202.333,193.535,502.341
98.733,202.177,193.773,442.498
98.767,201.782,194.033,449.999
98.867,201.013,194.164,440.572
98.933,200.000,194.314,514.627
99.000,198.901,194.362,510.230
99.033,198.267,194.417,438.017
99.067,197.547,194.513,510.189
99.100,196.883,194.574,509.208
99.133,196.335,194.607,488.320
99.167,195.618,194.629,470.016
99.200,195.028,194.633,504.642
99.233,194.360,194.606,488.717
99.267,193.761,194.572,463.719
99.333,192.407,194.445,455.200
99.400,190.851,194.272,475.174
99.467,189.401,194.065,522.888
99.567,186.895,193.650,517.043
99.633,185.538,193.189,508.989
99.667,184.744,192.791,514.039
99.700,183.875,192.362,463.824
99.733,183.242,192.042,531.544
99.767,182.467,191.692,536.916
99.800,181.703,191.313,498.259
99.833,181.058,190.963,571.412
99.900,179.699,190.546,513.135
99.933,179.210,190.135,484.290
100.000,177.875,189.677,505.259
100.033,177.319,189.215,578.600
100.067,176.779,188.734,502.632
100.100,176.198,188.233,594.165
100.133,175.556,187.711,575.925
100.200,174.335,187.015,547.424
100.333,172.267,185.826,568.312
100.367,171.740,185.140,624.438
100.533,168.841,183.267,598.486
100.567,168.435,182.457,610.040
100.600,168.028,181.644,599.821
100.633,167.691,180.830,608.615
100.667,167.326,180.014,551.889
100.700,166.882,179.194,605.178
100.733,166.524,178.373,652.150
100.767,166.133,177.550,559.777
100.800,165.649,176.721,612.050
100.867,164.823,175.411,600.530
100.900,164.387,174.562,665.799
100.933,163.991,173.711,655.839
101.033,162.562,171.744,592.866
101.133,160.893,169.638,615.953
101.167,160.376,168.715,670.143
101.200,159.824,167.787,725.528
101.267,158.966,166.181,673.696
101.300,158.535,165.245,703.881
101.367,157.454,163.572,702.261
101.433,156.447,161.856,755.159
101.467,155.791,160.889,641.496
101.500,155.332,159.923,674.576
101.533,154.805,158.954,684.171
101.567,154.111,157.978,659.962
101.600,153.583,157.000,709.994
101.633,152.855,156.014,768.188
101.667,152.263,155.024,769.970
101.700,151.529,154.026,673.556
101.733,150.919,153.024,784.600
101.833,148.854,150.089,825.878
101.867,148.242,149.063,730.637
101.933,146.762,147.005,723.078
101.967,146.084,145.959,728.036
102.000,145.337,144.906,812.150
102.033,144.668,143.850,799.634
102.067,143.913,142.786,740.748
102.100,143.168,141.716,852.193
102.133,142.500,140.643,759.960
102.167,141.579,139.558,813.486
102.200,140.689,138.463,795.719
102.300,138.527,134.967,901.009
102.367,136.672,132.607,785.468
102.433,134.784,130.197,824.082
102.467,134.053,129.060,810.476
102.567,131.348,125.237,837.803
102.667,128.685,121.303,822.708
102.733,126.914,118.709,956.103
102.767,125.912,117.533,935.449
102.800,124.967,116.349,874.820
102.833,124.014,115.156,878.693
102.867,122.885,113.949,913.154
102.933,120.910,111.204,886.682
102.967,119.867,111.477,886.644
103.000,119.061,111.700,956.839
103.033,118.020,111.866,875.228
103.067,117.141,111.981,863.636
103.167,114.277,111.787,1018.038
103.200,113.186,111.713,861.779
103.233,112.386,111.600,1047.400
103.267,111.494,111.447,1024.752
103.300,110.700,111.256,877.456
103.333,109.598,111.020,951.293
103.367,108.516,110.741,880.653
103.400,107.642,110.427,939.632
103.600,101.929,108.564,960.077
103.667,100.212,107.638,1095.792
103.700,99.400,107.017,946.172
103.733,98.306,106.365,990.388
103.867,94.262,104.363,1044.466
103.933,92.409,103.074,1097.436
103.967,91.531,102.221,1118.914
104.033,89.861,100.827,1105.362
104.067,89.092,99.921,1013.148
104.100,88.133,98.999,1061.268
104.133,87.166,98.059,1136.521
104.167,86.196,97.102,1170.319
104.200,85.215,96.129,1107.286
104.233,84.261,95.141,1022.660
104.300,82.407,93.485,1012.145
104.333,81.296,92.440,1040.729
104.367,80.535,91.388,1137.926
104.400,79.723,90.328,1024.599
104.433,78.949,89.262,1213.764
104.467,77.846,88.178,1126.291
104.500,76.945,87.085,1235.762
104.533,76.003,85.981,1151.774
104.567,74.968,84.862,1047.967
104.600,74.045,83.735,1158.688
104.633,73.247,82.602,1144.767
104.667,72.175,81.455,1069.353
104.733,70.411,79.440,1207.103
104.767,69.493,78.260,1250.992
104.867,66.608,75.234,1125.737
104.900,65.760,74.007,1224.150
104.933,64.873,72.775,1200.416
104.967,63.890,71.535,1193.576
105.000,62.820,70.284,1255.903
105.033,61.687,69.020,1285.830
105.167,57.933,64.581,1285.421
105.233,55.878,62.161,1318.902
105.267,54.890,60.829,1327.877
105.367,52.015,57.169,1174.245
105.400,51.237,55.817,1251.581
105.567,46.692,49.500,1232.192
105.600,45.837,48.127,1245.834
105.633,44.855,46.751,1390.688
105.700,42.991,44.041,1407.328
105.733,42.061,42.658,1181.791
105.867,37.949,37.073,1203.453
105.933,36.097,34.230,1210.295
105.967,35.070,34.247,1322.921
106.000,34.148,34.223,1349.214
106.033,33.264,34.160,1277.150
106.100,31.452,33.976,1409.514
106.133,30.738,33.805,1321.328
106.167,29.709,33.595,1258.131
106.200,28.908,33.356,1417.290
106.233,27.906,33.080,1393.956
106.267,27.157,32.778,1421.815
106.333,25.463,32.294,1363.245
106.400,23.880,31.732,1498.338
106.433,23.161,31.290,1332.828
106.500,21.417,30.617,1467.846
106.533,20.713,30.099,1420.649
106.567,19.826,29.558,1261.523
106.633,18.127,28.750,1308.816
106.800,14.359,27.020,1520.036
106.833,13.673,26.293,1293.162
106.867,13.064,25.561,1314.953
106.900,12.258,24.815,1476.168
106.933,11.485,24.058,1472.562
106.967,10.796,23.293,1319.751
107.000,10.080,22.520,1565.411
107.067,8.841,21.366,1372.654
107.233,5.401,18.908,1390.000
107.267,4.658,18.017,1400.764
107.333,3.273,16.661,1413.908
107.400,1.941,15.265,1582.853
107.467,0.703,13.832,1612.855
107.533,-0.465,12.366,1390.673
107.600,-1.626,10.869,1602.532
107.633,-2.290,9.899,1543.017
107.667,-2.803,8.934,1493.164
107.700,-3.440,7.969,1407.701
107.733,-4.040,7.006,1544.650
107.800,-5.507,5.432,1489.984
107.833,-6.050,4.455,1454.113
107.900,-7.382,2.840,1507.744
107.967,-8.636,1.195,1579.007
108.133,-11.527,-2.568,1511.314
108.167,-12.094,-3.585,1458.295
108.200,-12.697,-4.599,1672.594
108.233,-13.332,-5.611,1528.933
108.267,-13.958,-6.621,1649.744
108.333,-15.267,-8.405,1593.426
108.367,-15.911,-9.419,1692.610
108.433,-17.061,-11.234,1703.487
108.467,-17.610,-12.243,1551.786
108.533,-18.855,-14.088,1461.965
108.567,-19.503,-15.097,1680.841
108.600,-20.216,-16.107,1764.214
108.633,-20.845,-17.115,1544.599
108.667,-21.542,-18.124,1582.847
108.700,-22.205,-19.133,1543.041
108.733,-22.735,-20.137,1629.148
108.767,-23.331,-21.138,1729.419
108.800,-23.865,-22.134,1716.312
108.833,-24.474,-23.129,1640.603
108.867,-25.176,-24.125,1524.782
108.900,-25.887,-25.122,1494.083
108.933,-26.526,-26.119,1666.365
108.967,-27.085,-26.167,1485.281
109.033,-28.293,-26.316,1678.153
109.100,-29.686,-26.569,1687.203
109.133,-30.307,-26.788,1813.619
109.233,-32.363,-27.350,1535.797
109.267,-33.024,-27.696,1732.265
109.333,-34.246,-28.276,1789.900
109.400,-35.340,-28.937,1578.540
109.433,-35.965,-29.408,1633.596
109.500,-37.348,-30.193,1793.622
109.533,-37.892,-30.734,1736.238
109.600,-39.034,-31.628,1748.291
109.667,-40.445,-32.603,1830.920
109.767,-42.295,-34.068,1606.664
109.800,-43.011,-34.779,1893.576
109.833,-43.704,-35.506,1659.722
109.900,-45.024,-36.731,1664.795
109.967,-46.333,-38.024,1790.934
110.000,-46.956,-38.833,1629.939
110.033,-47.537,-39.651,1643.415
110.067,-48.256,-40.482,1890.414
110.100,-48.911,-41.324,1780.777
110.133,-49.437,-42.173,1797.318
110.200,-50.598,-43.659,1879.509
110.300,-52.519,-45.886,1946.456
110.333,-53.147,-46.805,1892.008
110.433,-55.162,-49.214,1702.133
110.467,-55.834,-50.178,1868.426
110.500,-56.563,-51.152,1940.706
110.533,-57.138,-52.129,1991.805
110.567,-57.697,-53.109,1972.658
110.600,-58.411,-54.098,1764.346
110.633,-59.062,-55.092,1828.755
110.700,-60.344,-56.976,1949.582
110.767,-61.680,-58.909,1965.015
110.800,-62.354,-59.937,2012.941
110.833,-63.129,-60.974,1898.265
110.867,-63.835,-62.017,1832.941
110.900,-64.445,-63.063,2037.995
110.967,-65.554,-65.128,1970.366
111.000,-66.090,-66.176,2045.441
111.067,-67.316,-68.297,1880.538
111.100,-67.846,-69.349,1876.162
111.233,-70.214,-73.813,2005.184
111.267,-70.913,-74.867,1773.486
111.300,-71.575,-75.925,1721.809
111.333,-72.210,-76.986,1788.792
111.400,-73.624,-79.295,1773.824
111.467,-74.834,-81.633,1817.634
111.500,-75.488,-82.697,1812.667
111.600,-77.334,-86.424,1891.229
111.633,-78.099,-87.482,2134.403
111.667,-78.771,-88.543,1985.083
111.700,-79.452,-89.608,1870.009
111.767,-80.801,-92.101,1866.093
111.800,-81.445,-93.163,2084.043
